sequence_number,total_time_millis,step_time_millis,voltage,current,power,step_amp_hours,step_charged_amp_hours,step_discharged_amp_hours,step_watt_hours,step_charged_watt_hours,step_discharged_watt_hours,total_cycle,step_number,step_type,step_id,cycler_type,observed_at
454,2223833,5004,0.5740847,0.1999975,0.11481550478824999,0.00027499000000000273,0.00027478000000000224,2.1000000000048757e-7,0.00015394000000000518,0.0001538200000000059,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:25.623300000
455,2228839,10011,0.6023926,0.1999976,0.12047707425775998,0.0005388100000000007,0.0005386000000000002,2.1000000000048757e-7,0.0003089500000000023,0.000308830000000003,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:30.629800000
456,2233841,15013,0.630382,0.1999974,0.12607476100679998,0.0008321000000000023,0.0008318900000000018,2.1000000000048757e-7,0.0004895800000000033,0.0004894600000000041,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:35.632200000
457,2238846,20017,0.658091,0.1999963,0.1316157650633,0.0011119100000000007,0.0011117000000000002,2.1000000000048757e-7,0.0006699100000000027,0.0006697900000000034,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:40.636200000
458,2243846,25018,0.6856303,0.1999962,0.13712345460486,0.001389010000000003,0.0013888000000000025,2.1000000000048757e-7,0.0008561400000000052,0.0008560200000000059,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:45.636900000
459,2248852,30024,0.7129492,0.1999968,0.14258755856256,0.0016667900000000013,0.0016665800000000008,2.1000000000048757e-7,0.001050460000000003,0.0010503400000000038,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:50.643400000
460,2253864,35035,0.7402615,0.199997,0.1480500792155,0.0019412100000000057,0.0019410000000000052,2.1000000000048757e-7,0.0012498600000000054,0.0012497400000000061,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:51:55.654500000
461,2258872,40044,0.7674794,0.1999974,0.15349388455356,0.0022193300000000055,0.002219120000000005,2.1000000000048757e-7,0.0014594799999999991,0.0014593599999999998,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:00.662900000
462,2263876,45048,0.7945723,0.199997,0.1589120762831,0.0025011500000000006,0.00250094,2.1000000000048757e-7,0.00167958,0.0016794600000000007,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:05.666600000
463,2268880,50052,0.8215594,0.1999973,0.16430966178962,0.002778960000000004,0.0027787500000000034,2.1000000000048757e-7,0.0019041200000000022,0.001904000000000003,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:10.670800000
464,2273881,55052,0.8484835,0.1999971,0.16969423939785,0.003056810000000007,0.0030566000000000065,2.1000000000048757e-7,0.0021362000000000048,0.0021360800000000055,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:15.671300000
465,2278887,60059,0.8754019,0.1999968,0.17507757871392,0.0033364600000000064,0.003336250000000006,2.1000000000048757e-7,0.002377290000000004,0.002377170000000005,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:20.677700000
466,2283890,65062,0.9022679,0.1999964,0.18045033183556,0.003609650000000006,0.0036094400000000054,2.1000000000048757e-7,0.00262014,0.0026200200000000007,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:25.681000000
467,2288893,70064,0.929027,0.1999969,0.18580252001630002,0.003888080000000002,0.0038878700000000016,2.1000000000048757e-7,0.002875050000000004,0.0028749300000000047,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:30.683400000
468,2293895,75067,0.9557042,0.1999963,0.19113730389446,0.0041624700000000014,0.004162260000000001,2.1000000000048757e-7,0.003133580000000004,0.0031334600000000046,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:35.685900000
469,2298902,80073,0.9824357,0.2000031,0.19649018555067,0.004446820000000004,0.004446610000000004,2.1000000000048757e-7,0.0034090900000000035,0.0034089700000000042,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:40.692300000
470,2303908,85080,1.009073,0.2000031,0.2018177281263,0.004722490000000003,0.004722280000000002,2.1000000000048757e-7,0.003683600000000002,0.003683480000000003,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:45.698700000
471,2308914,90086,1.035611,0.2000032,0.2071255139552,0.005002110000000004,0.0050019000000000036,2.1000000000048757e-7,0.003969470000000003,0.003969350000000003,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:50.705000000
472,2313921,95093,1.062167,0.2000028,0.21243637406760002,0.005282460000000003,0.005282250000000002,2.1000000000048757e-7,0.004263590000000005,0.004263470000000005,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:52:55.711600000
473,2318930,100101,1.088689,0.2000035,0.2177416104115,0.005560830000000003,0.005560620000000002,2.1000000000048757e-7,0.004563020000000001,0.004562900000000002,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:53:00.720500000
474,2323930,105102,1.115062,0.2000026,0.2230152991612,0.005823210000000002,0.005823000000000002,2.1000000000048757e-7,0.004852010000000004,0.0048518900000000045,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:53:05.721000000
475,2328931,110103,1.141327,0.200003,0.22826882398099999,0.006116290000000003,0.006116080000000003,2.1000000000048757e-7,0.005182530000000005,0.005182410000000005,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:53:10.722000000
476,2333933,115104,1.167545,0.2000034,0.233512969653,0.006391870000000001,0.00639166,2.1000000000048757e-7,0.005500720000000001,0.005500600000000001,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:53:15.723400000
477,2338829,120001,1.193119,0.1999966,0.2386197433954,0.006655620000000001,0.0066554100000000005,2.1000000000048757e-7,0.005811950000000003,0.005811830000000004,1.1999999999928734e-7,8,28,CC_Chg,7,arbin,2021-04-21T17:53:20.620000000
478,2343858,5004,1.157211,-0.2000016,-0.2314440515376,0.00028435000000000266,0.000011150000000001437,0.0002732000000000012,0.0003333800000000012,0.000013289999999999136,0.00032009000000000204,8,29,CC_DChg,8,arbin,2021-04-21T17:53:25.649000000
479,2348865,10012,1.128687,-0.2000026,-0.2257403345862,0.000567160000000004,0.000011150000000001437,0.0005560100000000026,0.0006565799999999969,0.000013289999999999136,0.0006432899999999978,8,29,CC_DChg,8,arbin,2021-04-21T17:53:30.656200000
480,2353870,15016,1.100612,-0.2000012,-0.22012372073439998,0.0008266100000000054,0.000011150000000001437,0.000815460000000004,0.000945950000000001,0.000013289999999999136,0.0009326600000000018,8,29,CC_DChg,8,arbin,2021-04-21T17:53:35.661000000
481,2358874,20020,1.072767,-0.2000022,-0.2145557600874,0.0011206200000000027,0.000011150000000001437,0.0011094700000000013,0.0012656399999999984,0.000013289999999999136,0.0012523499999999993,8,29,CC_DChg,8,arbin,2021-04-21T17:53:40.665100000
482,2363876,25022,1.04511,-0.2000015,-0.209023567665,0.0013978099999999993,0.000011150000000001437,0.001386659999999998,0.001559159999999997,0.000013289999999999136,0.0015458699999999978,8,29,CC_DChg,8,arbin,2021-04-21T17:53:45.666800000
483,2368882,30029,1.017643,-0.2000014,-0.2035300247002,0.0016737799999999997,0.000011150000000001437,0.0016626299999999983,0.001843820000000003,0.000013289999999999136,0.0018305300000000038,8,29,CC_DChg,8,arbin,2021-04-21T17:53:50.673200000
484,2373883,35030,0.9903407,-0.200001,-0.1980691303407,0.001954080000000004,0.000011150000000001437,0.0019429300000000024,0.0021252999999999966,0.000013289999999999136,0.0021120099999999975,8,29,CC_DChg,8,arbin,2021-04-21T17:53:55.674200000
485,2378892,40038,0.9631123,-0.2000012,-0.19262361573476,0.0022344000000000044,0.000011150000000001437,0.002223250000000003,0.0023990600000000015,0.000013289999999999136,0.0023857700000000023,8,29,CC_DChg,8,arbin,2021-04-21T17:54:00.682800000
486,2383896,45042,0.9360585,-0.200001,-0.18721263605850003,0.0025044400000000036,0.000011150000000001437,0.002493290000000002,0.002655530000000003,0.000013289999999999136,0.002642240000000004,8,29,CC_DChg,8,arbin,2021-04-21T17:54:05.686700000
487,2388905,50051,0.9091496,-0.2000006,-0.18183046548976,0.0027906300000000023,0.000011150000000001437,0.002779480000000001,0.002919640000000001,0.000013289999999999136,0.002906350000000002,8,29,CC_DChg,8,arbin,2021-04-21T17:54:10.695400000
488,2393915,55061,0.882297,-0.2000009,-0.1764601940673,0.0030656699999999995,0.000011150000000001437,0.003054519999999998,0.0031659500000000007,0.000013289999999999136,0.0031526600000000016,8,29,CC_DChg,8,arbin,2021-04-21T17:54:15.705800000
489,2398926,60072,0.8555045,-0.2000015,-0.17110218325675,0.0033425600000000014,0.000011150000000001437,0.00333141,0.003406590000000001,0.000013289999999999136,0.003393300000000002,8,29,CC_DChg,8,arbin,2021-04-21T17:54:20.716400000
490,2403927,65073,0.8289675,-0.2000011,-0.16579441186424998,0.0036262900000000042,0.000011150000000001437,0.003615140000000003,0.003645530000000001,0.000013289999999999136,0.003632240000000002,8,29,CC_DChg,8,arbin,2021-04-21T17:54:25.717900000
491,2408934,70080,0.8024096,-0.2000019,-0.16048344457824,0.003903469999999999,0.000011150000000001437,0.0038923199999999977,0.003871560000000003,0.000013289999999999136,0.003858270000000004,8,29,CC_DChg,8,arbin,2021-04-21T17:54:30.724400000
492,2413935,75081,0.7760138,-0.2000014,-0.15520384641932,0.0041791200000000014,0.000011150000000001437,0.00416797,0.004089040000000002,0.000013289999999999136,0.004075750000000003,8,29,CC_DChg,8,arbin,2021-04-21T17:54:35.725900000
493,2418947,80093,0.7496237,-0.2000015,-0.14992586443555,0.004453829999999999,0.000011150000000001437,0.0044426799999999975,0.004298639999999999,0.000013289999999999136,0.00428535,8,29,CC_DChg,8,arbin,2021-04-21T17:54:40.737900000
494,2423952,85098,0.7234816,-0.200001,-0.1446970434816,0.004730350000000001,0.000011150000000001437,0.0047192,0.004502409999999998,0.000013289999999999136,0.004489119999999999,8,29,CC_DChg,8,arbin,2021-04-21T17:54:45.742900000
495,2428953,90100,0.6974091,-0.2000007,-0.13948230818637,0.005016610000000005,0.000011150000000001437,0.005005460000000003,0.004705790000000001,0.000013289999999999136,0.004692500000000002,8,29,CC_DChg,8,arbin,2021-04-21T17:54:50.744200000
496,2433954,95101,0.6714072,-0.2000009,-0.13428204426648,0.005281040000000001,0.000011150000000001437,0.005269889999999999,0.0048868399999999965,0.000013289999999999136,0.004873549999999997,8,29,CC_DChg,8,arbin,2021-04-21T17:54:55.745200000
497,2438956,100103,0.645451,-0.2000001,-0.1290902645451,0.00557096,0.000011150000000001437,0.005559809999999998,0.005077810000000002,0.000013289999999999136,0.005064520000000003,8,29,CC_DChg,8,arbin,2021-04-21T17:55:00.747400000
498,2443967,105113,0.6195778,-0.2000007,-0.12391599370445999,0.005844479999999999,0.000011150000000001437,0.005833329999999998,0.00525084,0.000013289999999999136,0.0052375500000000005,8,29,CC_DChg,8,arbin,2021-04-21T17:55:05.757300000
499,2448967,110113,0.5938677,-0.1999999,-0.11877348061323001,0.0061282,0.000011150000000001437,0.006117049999999999,0.005422969999999999,0.000013289999999999136,0.00540968,8,29,CC_DChg,8,arbin,2021-04-21T17:55:10.757800000
500,2453977,115124,0.5682368,-0.200001,-0.1136479282368,0.0064051100000000055,0.000011150000000001437,0.006393960000000004,0.0055838100000000015,0.000013289999999999136,0.005570520000000002,8,29,CC_DChg,8,arbin,2021-04-21T17:55:15.768200000
501,2458858,120004,0.5432591,-0.2000008,-0.10865225460728001,0.006675790000000001,0.000011150000000001437,0.0066646399999999995,0.005734200000000002,0.000013289999999999136,0.005720910000000003,8,29,CC_DChg,8,arbin,2021-04-21T17:55:20.648200000
502,2458868,4,0.5429787,-0.2000061,-0.10859905217007,2.219999999997224e-6,0.0,2.219999999997224e-6,1.2099999999945488e-6,0.0,1.2099999999945488e-6,9,30,CC_DChg,9,arbin,2021-04-21T17:55:20.658400000
503,2463894,5002,0.5789437,0.1999973,0.11578717685200998,0.00027556000000001496,0.0002752900000000044,2.700000000105396e-7,0.00015559000000000406,0.00015545000000000142,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:25.684500000
504,2468904,10012,0.6072678,0.1999966,0.12145149528948,0.0005539500000000114,0.0005536800000000008,2.700000000105396e-7,0.00032076000000000326,0.0003206200000000006,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:30.694900000
505,2473906,15014,0.6352639,0.199996,0.1270502389444,0.0008270800000000147,0.0008268100000000042,2.700000000105396e-7,0.00049043,0.0004902899999999974,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:35.696500000
506,2478913,20021,0.6629929,0.2000024,0.13260017118296,0.001110800000000009,0.0011105299999999985,2.700000000105396e-7,0.0006745600000000046,0.000674420000000002,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:40.704200000
507,2483922,25030,0.6905636,0.2000022,0.13811423923992,0.001390490000000015,0.0013902200000000045,2.700000000105396e-7,0.0008639000000000008,0.0008637599999999981,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:45.713200000
508,2488928,30036,0.7179083,0.2000031,0.14358388551573,0.0016664500000000138,0.0016661800000000032,2.700000000105396e-7,0.001058300000000005,0.0010581600000000024,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:50.718600000
509,2493931,35038,0.7451691,0.200002,0.14903531033820003,0.0019390300000000152,0.0019387600000000046,2.700000000105396e-7,0.0012576700000000024,0.0012575299999999998,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:55:55.721200000
510,2498940,40048,0.7724537,0.2000027,0.15449282562499,0.0022242300000000145,0.002223960000000004,2.700000000105396e-7,0.001474070000000001,0.0014739299999999983,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:00.730700000
511,2503948,45056,0.7995266,0.200003,0.1599077185798,0.002503040000000012,0.0025027700000000014,2.700000000105396e-7,0.0016933000000000017,0.0016931599999999991,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:05.738900000
512,2508949,50057,0.8265137,0.2000027,0.16530497158699,0.002777110000000013,0.0027768400000000026,2.700000000105396e-7,0.0019161700000000018,0.0019160299999999991,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:10.740300000
513,2513951,55059,0.8534483,0.2000029,0.17069213500007002,0.003058680000000015,0.0030584100000000045,2.700000000105396e-7,0.0021527000000000004,0.002152559999999998,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:15.741700000
514,2518951,60059,0.8803181,0.2000018,0.17606520457258001,0.003333700000000009,0.0033334299999999983,2.700000000105396e-7,0.00239114,0.0023909999999999973,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:20.742100000
515,2523955,65063,0.9071698,0.2000024,0.18143613720752,0.0036130500000000135,0.003612780000000003,2.700000000105396e-7,0.00264085,0.0026407099999999975,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:25.745700000
516,2528965,70073,0.933927,0.2000035,0.18678866874449998,0.003892690000000011,0.0038924200000000006,2.700000000105396e-7,0.002898320000000003,0.00289818,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:30.756100000
517,2533973,75081,0.960689,0.2000033,0.1921409702737,0.004165910000000009,0.004165639999999998,2.700000000105396e-7,0.003157159999999999,0.0031570199999999965,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:35.763400000
518,2538981,80089,0.9874405,0.2000024,0.1974904698572,0.004446830000000013,0.004446560000000002,2.700000000105396e-7,0.003430790000000003,0.0034306500000000004,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:40.771600000
519,2543992,85100,1.014086,0.2000026,0.2028198366236,0.004715340000000012,0.004715070000000002,2.700000000105396e-7,0.003699350000000004,0.0036992100000000014,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:45.782600000
520,2548999,90107,1.040647,0.2000024,0.2081318975528,0.0050046100000000135,0.005004340000000003,2.700000000105396e-7,0.003996440000000004,0.003996300000000001,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:50.789700000
521,2554003,95111,1.067163,0.2000025,0.2134352679075,0.005282790000000009,0.005282519999999999,2.700000000105396e-7,0.004289670000000002,0.00428953,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:56:55.793800000
522,2559009,100117,1.093597,0.2000026,0.2187222433522,0.005560920000000011,0.00556065,2.700000000105396e-7,0.004590210000000004,0.004590070000000002,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:57:00.799500000
523,2564018,105126,1.120049,0.2000031,0.2240132721519,0.005827220000000015,0.005826950000000004,2.700000000105396e-7,0.004884860000000005,0.004884720000000002,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:57:05.808900000
524,2569023,110131,1.146331,0.2000025,0.2292690658275,0.006115010000000011,0.0061147400000000005,2.700000000105396e-7,0.005210810000000003,0.005210670000000001,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:57:10.813800000
525,2574029,115137,1.172564,0.2000025,0.23451573140999998,0.006383180000000009,0.006382909999999999,2.700000000105396e-7,0.00552163,0.005521489999999997,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:57:15.820200000
526,2578896,120003,1.197951,0.1999976,0.2395873249176,0.006665360000000016,0.0066650900000000055,2.700000000105396e-7,0.005855970000000002,0.005855829999999999,1.4000000000263801e-7,9,31,CC_Chg,7,arbin,2021-04-21T17:57:20.686400000
527,2583933,5011,1.161983,-0.2000024,-0.2323993887592,0.00028008999999998285,1.7499999999948113e-6,0.00027833999999998804,0.00032948000000000005,2.099999999997937e-6,0.0003273800000000021,9,32,CC_DChg,8,arbin,2021-04-21T17:57:25.723600000
528,2588934,10013,1.133565,-0.2000019,-0.2267151537735,0.0005557899999999866,1.7499999999948113e-6,0.0005540399999999918,0.0006458199999999983,2.099999999997937e-6,0.0006437200000000004,9,32,CC_DChg,8,arbin,2021-04-21T17:57:30.725200000
529,2593935,15013,1.105434,-0.200001,-0.22108790543400003,0.0008355099999999838,1.7499999999948113e-6,0.000833759999999989,0.0009588999999999986,2.099999999997937e-6,0.0009568000000000007,9,32,CC_DChg,8,arbin,2021-04-21T17:57:35.725800000
530,2598943,20021,1.077626,-0.2000008,-0.2155260621008,0.0010986699999999822,1.7499999999948113e-6,0.0010969199999999873,0.0012462799999999954,2.099999999997937e-6,0.0012441799999999975,9,32,CC_DChg,8,arbin,2021-04-21T17:57:40.733800000
531,2603953,25031,1.049929,-0.2000009,-0.20998674493609998,0.0013864899999999902,1.7499999999948113e-6,0.0013847399999999954,0.0015526499999999957,2.099999999997937e-6,0.0015505499999999978,9,32,CC_DChg,8,arbin,2021-04-21T17:57:45.743400000
532,2608961,30039,1.022436,-0.200001,-0.20448822243599998,0.00167044999999999,1.7499999999948113e-6,0.0016686999999999952,0.0018468599999999988,2.099999999997937e-6,0.0018447600000000008,9,32,CC_DChg,8,arbin,2021-04-21T17:57:50.751600000
533,2613963,35041,0.9951853,-0.2000008,-0.19903785614824002,0.0019414699999999868,1.7499999999948113e-6,0.001939719999999992,0.002120280000000002,2.099999999997937e-6,0.0021181800000000042,9,32,CC_DChg,8,arbin,2021-04-21T17:57:55.753900000
534,2618972,40050,0.9679427,-0.2000008,-0.19358931435416002,0.002223289999999989,1.7499999999948113e-6,0.002221539999999994,0.002396950000000002,2.099999999997937e-6,0.002394850000000004,9,32,CC_DChg,8,arbin,2021-04-21T17:58:00.762600000
535,2623979,45057,0.9408631,-0.2000013,-0.18817384312202998,0.0025008399999999903,1.7499999999948113e-6,0.0024990899999999955,0.002661829999999997,2.099999999997937e-6,0.002659729999999999,9,32,CC_DChg,8,arbin,2021-04-21T17:58:05.769800000
536,2628983,50061,0.9139246,-0.200001,-0.18278583392460002,0.0027811399999999875,1.7499999999948113e-6,0.0027793899999999927,0.0029217599999999955,2.099999999997937e-6,0.0029196599999999975,9,32,CC_DChg,8,arbin,2021-04-21T17:58:10.773900000
537,2633985,55063,0.8870873,-0.2000007,-0.17741808096111,0.0030470899999999884,1.7499999999948113e-6,0.0030453399999999936,0.003161360000000002,2.099999999997937e-6,0.003159260000000004,9,32,CC_DChg,8,arbin,2021-04-21T17:58:15.775300000
538,2638995,60074,0.8603901,-0.2000006,-0.17207853623406,0.0033386199999999866,1.7499999999948113e-6,0.003336869999999992,0.003416169999999996,2.099999999997937e-6,0.0034140699999999982,9,32,CC_DChg,8,arbin,2021-04-21T17:58:20.786100000
539,2644002,65080,0.8337702,-0.2000007,-0.16675462363914,0.0036167899999999947,1.7499999999948113e-6,0.00361504,0.0036517400000000005,2.099999999997937e-6,0.0036496400000000026,9,32,CC_DChg,8,arbin,2021-04-21T17:58:25.792300000
540,2649002,70081,0.8072371,-0.200001,-0.1614482272371,0.0038877099999999887,1.7499999999948113e-6,0.003885959999999994,0.0038739999999999955,2.099999999997937e-6,0.0038718999999999976,9,32,CC_DChg,8,arbin,2021-04-21T17:58:30.793100000
541,2654014,75092,0.7808318,-0.2000011,-0.15616721891497998,0.004173339999999984,1.7499999999948113e-6,0.004171589999999989,0.004100819999999998,2.099999999997937e-6,0.00409872,9,32,CC_DChg,8,arbin,2021-04-21T17:58:35.804200000
542,2659016,80094,0.7544732,-0.2000002,-0.15089479089463997,0.004448939999999985,1.7499999999948113e-6,0.00444718999999999,0.004312329999999996,2.099999999997937e-6,0.004310229999999998,9,32,CC_DChg,8,arbin,2021-04-21T17:58:40.806800000
543,2664025,85103,0.7282443,-0.200002,-0.1456503164886,0.004726499999999995,1.7499999999948113e-6,0.00472475,0.0045180899999999954,2.099999999997937e-6,0.0045159899999999975,9,32,CC_DChg,8,arbin,2021-04-21T17:58:45.815700000
544,2669036,90114,0.7020773,-0.2000019,-0.14041679394687,0.0050062299999999865,1.7499999999948113e-6,0.005004479999999992,0.004718099999999996,2.099999999997937e-6,0.004715999999999998,9,32,CC_DChg,8,arbin,2021-04-21T17:58:50.826600000
545,2674044,95122,0.6760144,-0.2000014,-0.13520382642016,0.005279639999999988,1.7499999999948113e-6,0.005277889999999993,0.004906540000000001,2.099999999997937e-6,0.004904440000000003,9,32,CC_DChg,8,arbin,2021-04-21T17:58:55.834800000
546,2679047,100125,0.6500754,-0.2000007,-0.13001553505278,0.00555093999999999,1.7499999999948113e-6,0.0055491899999999955,0.005086590000000002,2.099999999997937e-6,0.005084490000000004,9,32,CC_DChg,8,arbin,2021-04-21T17:59:00.837700000
547,2684051,105129,0.6242871,-0.2000012,-0.12485816914451998,0.00583866999999999,1.7499999999948113e-6,0.0058369199999999954,0.00527006,2.099999999997937e-6,0.005267960000000002,9,32,CC_DChg,8,arbin,2021-04-21T17:59:05.841200000
548,2689051,110130,0.5985445,-0.2000012,-0.1197096182534,0.0061184199999999855,1.7499999999948113e-6,0.006116669999999991,0.005441080000000001,2.099999999997937e-6,0.005438980000000003,9,32,CC_DChg,8,arbin,2021-04-21T17:59:10.842000000
549,2694059,115137,0.5728983,-0.2000017,-0.11458063392711,0.006396239999999984,1.7499999999948113e-6,0.006394489999999989,0.005603779999999996,2.099999999997937e-6,0.005601679999999998,9,32,CC_DChg,8,arbin,2021-04-21T17:59:15.849800000
550,2698925,120003,0.547996,-0.2000014,-0.1095999671944,0.0066677699999999895,1.7499999999948113e-6,0.006666019999999995,0.005755909999999996,2.099999999997937e-6,0.005753809999999998,9,32,CC_DChg,8,arbin,2021-04-21T17:59:20.716000000
551,2698935,4,0.547666,-0.2000029,-0.1095347882314,8.400000000019503e-7,0.0,8.400000000019503e-7,4.600000000007376e-7,0.0,4.600000000007376e-7,10,33,CC_DChg,9,arbin,2021-04-21T17:59:20.726600000
552,2703963,5002,0.5836701,0.1999974,0.11673250245773999,0.0002780100000000091,0.00027754000000000667,4.7000000000241293e-7,0.00015832000000000346,0.00015808000000000488,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:25.754000000
553,2708967,10006,0.6120028,0.1999968,0.12239860159103999,0.00055558,0.0005551099999999975,4.7000000000241293e-7,0.00032433999999999935,0.0003241000000000008,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:30.757900000
554,2713970,15010,0.6399893,0.1999965,0.12799562003745,0.0008339400000000052,0.0008334700000000028,4.7000000000241293e-7,0.0004986800000000013,0.0004984400000000028,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:35.761200000
555,2718976,20016,0.6676878,0.2000007,0.13353802738146,0.0011111500000000052,0.0011106800000000028,4.7000000000241293e-7,0.00068,0.0006797600000000015,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:40.767400000
556,2723984,25024,0.6952328,0.2000024,0.13904822855871998,0.0013887000000000066,0.0013882300000000042,4.7000000000241293e-7,0.0008691700000000024,0.0008689300000000039,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:45.775400000
557,2728994,30033,0.722692,0.2000029,0.1445404958068,0.001666540000000008,0.0016660700000000056,4.7000000000241293e-7,0.0010662000000000033,0.0010659600000000047,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:50.784900000
558,2733994,35033,0.7499127,0.2000032,0.14998493972064,0.0019464500000000023,0.00194598,4.7000000000241293e-7,0.0012723200000000004,0.0012720800000000018,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T17:59:55.785100000
559,2739005,40044,0.7771077,0.2000022,0.15542324963694,0.002222180000000004,0.0022217100000000017,4.7000000000241293e-7,0.001482879999999999,0.0014826400000000003,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:00.795700000
560,2744014,45054,0.8042683,0.2000029,0.16085599237807002,0.002502459999999998,0.0025019899999999956,4.7000000000241293e-7,0.0017045400000000044,0.0017043000000000058,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:05.805200000
561,2749024,50063,0.831263,0.2000029,0.16625501066270001,0.002779600000000007,0.0027791300000000047,4.7000000000241293e-7,0.001931260000000004,0.0019310200000000055,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:10.814700000
562,2754025,55064,0.8581833,0.2000032,0.17163940618655998,0.0030556000000000055,0.003055130000000003,4.7000000000241293e-7,0.002164430000000002,0.0021641900000000033,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:15.815600000
563,2759033,60072,0.8851428,0.2000032,0.17703139245696,0.003336539999999999,0.0033360699999999965,4.7000000000241293e-7,0.002409330000000001,0.0024090900000000026,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:20.823800000
564,2764033,65073,0.9119448,0.2000032,0.18239187822336,0.0036143400000000075,0.003613870000000005,4.7000000000241293e-7,0.0026590000000000016,0.002658760000000003,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:25.824300000
565,2769037,70076,0.9387145,0.1999974,0.1877404593423,0.0038921600000000056,0.003891690000000003,4.7000000000241293e-7,0.0029161700000000026,0.002915930000000004,2.399999999985747e-7,10,34,CC_Chg,7,arbin,2021-04-21T18:00:30.827400000
