sequence_number,total_time_millis,step_time_millis,voltage,current,power,step_amp_hours,step_charged_amp_hours,step_discharged_amp_hours,step_watt_hours,step_charged_watt_hours,step_discharged_watt_hours,total_cycle,step_number,step_type,step_id,cycler_type,observed_at
156,768574,110172,0.5585236,-0.2000025,-0.111706116309,0.006118971000000001,2.1610000000005236e-6,0.00611681,0.005200668,2.508000000000024e-6,0.00519816,1,8,CC_DChg,8,arbin,2021-04-21T17:27:10.364500000
157,773577,115176,0.5328707,-0.1999984,-0.10657328740688,0.006395661,2.1610000000005236e-6,0.0063935,0.005351678,2.508000000000024e-6,0.00534917,1,8,CC_DChg,8,arbin,2021-04-21T17:27:15.368200000
158,778402,120000,0.5082249,-0.1999976,-0.10164376026024,0.006668401000000001,2.1610000000005236e-6,0.00666624,0.005493638,2.508000000000024e-6,0.00549113,1,8,CC_DChg,8,arbin,2021-04-21T17:27:20.192900000
159,778412,4,0.5078988,-0.1999949,-0.10157716971611999,3.199999999980996e-7,0.0,3.199999999980996e-7,1.599999999990498e-7,0.0,1.599999999990498e-7,2,9,CC_DChg,9,arbin,2021-04-21T17:27:20.203100000
160,783441,5003,0.5437722,0.1999997,0.10875427686834001,0.0002777700000000001,0.00027749999999999997,2.7000000000013125e-7,0.00014714300000000062,0.00014700299999999972,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:25.231600000
161,788445,10007,0.5720887,0.2000004,0.11441796883548,0.0005558569999999999,0.0005555869999999997,2.7000000000013125e-7,0.0003024050000000004,0.0003022649999999995,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:30.235500000
162,793453,15015,0.5999426,0.1999987,0.11998774007462,0.0008330669999999998,0.0008327969999999997,2.7000000000013125e-7,0.0004649270000000004,0.0004647869999999995,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:35.243700000
163,798458,20021,0.6276335,0.1999994,0.1255263234199,0.0011031269999999989,0.0011028569999999988,2.7000000000013125e-7,0.000630630000000001,0.00063049,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:40.249100000
164,803469,25031,0.6550955,0.1999995,0.13101877245225002,0.0013821670000000001,0.001381897,2.7000000000013125e-7,0.000809446000000001,0.0008093060000000001,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:45.259600000
165,808475,30037,0.6823859,0.1999991,0.13647656585269,0.0016549469999999986,0.0016546769999999985,2.7000000000013125e-7,0.0009916740000000005,0.0009915339999999996,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:50.265800000
166,813481,35043,0.709557,0.1999997,0.1419111871329,0.001946817,0.0019465469999999999,2.7000000000013125e-7,0.0011946920000000015,0.0011945520000000006,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:27:55.271500000
167,818485,40047,0.736629,0.1999989,0.1473249897081,0.002223727,0.002223457,2.7000000000013125e-7,0.001394996,0.001394855999999999,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:00.275400000
168,823496,45058,0.76372,0.1999988,0.152743083536,0.002501217,0.002500947,2.7000000000013125e-7,0.0016031790000000006,0.0016030389999999997,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:05.286700000
169,828504,50066,0.7906327,0.1999988,0.15812559124076,0.0027756169999999993,0.002775346999999999,2.7000000000013125e-7,0.0018164030000000003,0.0018162629999999994,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:10.294700000
170,833513,55075,0.8175616,0.1999986,0.16351117541376,0.0030583469999999995,0.0030580769999999993,2.7000000000013125e-7,0.002043747000000001,0.0020436070000000002,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:15.303400000
171,838522,60085,0.844419,0.1999991,0.16888304002290003,0.003335906999999999,0.003335636999999999,2.7000000000013125e-7,0.002274464000000001,0.0022743240000000003,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:20.313000000
172,843530,65092,0.8712325,0.1999988,0.174245454521,0.0036149570000000002,0.003614687,2.7000000000013125e-7,0.0025138960000000007,0.002513756,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:25.320500000
173,848537,70099,0.8980002,0.1999989,0.17959905219978,0.0038937169999999997,0.0038934469999999995,2.7000000000013125e-7,0.0027605520000000003,0.0027604119999999994,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:30.327500000
174,853545,75108,0.9246954,0.1999994,0.18493852518276,0.0041724069999999995,0.004172136999999999,2.7000000000013125e-7,0.0030145940000000015,0.0030144540000000006,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:35.336300000
175,858547,80109,0.9513373,0.1999985,0.19026603299405,0.0044490269999999995,0.004448756999999999,2.7000000000013125e-7,0.0032741190000000015,0.0032739790000000006,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:40.337800000
176,863556,85119,0.9779114,0.1999982,0.19558051975948,0.004722506999999999,0.004722236999999999,2.7000000000013125e-7,0.0035379190000000013,0.0035377790000000004,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:45.347300000
177,868558,90121,1.004481,0.199998,0.200894191038,0.005005866999999999,0.005005596999999999,2.7000000000013125e-7,0.0038187890000000004,0.0038186489999999995,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:50.349200000
178,873558,95121,1.031,0.1999979,0.2061978349,0.005279647,0.005279377,2.7000000000013125e-7,0.004097419000000001,0.004097279,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:28:55.349200000
179,878564,100126,1.057448,0.1999982,0.21148769659359998,0.005561857,0.005561587,2.7000000000013125e-7,0.004392129000000001,0.004391989,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:29:00.354800000
180,883572,105135,1.083908,0.1999993,0.2167808412644,0.005836566999999999,0.005836296999999999,2.7000000000013125e-7,0.004686279000000001,0.004686139,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:29:05.363300000
181,888580,110143,1.110253,0.1999976,0.2220479353928,0.006116186999999999,0.0061159169999999985,2.7000000000013125e-7,0.004993049,0.004992908999999999,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:29:10.371300000
182,893589,115151,1.136589,0.1999992,0.22731689072880001,0.006394687,0.0063944169999999995,2.7000000000013125e-7,0.005305939,0.005305798999999999,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:29:15.379600000
183,898439,120001,1.162006,0.1999992,0.2324002703952,0.006663436999999998,0.006663166999999998,2.7000000000013125e-7,0.005614809000000001,0.005614669,1.400000000009033e-7,2,10,CC_Chg,7,arbin,2021-04-21T17:29:20.229600000
184,903466,5001,1.125914,-0.2000022,-0.22518527701080002,0.00027832000000000204,3.490000000001825e-6,0.0002748300000000002,0.00031745000000000037,4.060000000000175e-6,0.0003133900000000002,2,11,CC_DChg,8,arbin,2021-04-21T17:29:25.256400000
185,908469,10005,1.097411,-0.2000021,-0.21948450456309998,0.000558690000000004,3.490000000001825e-6,0.0005552000000000022,0.0006290799999999989,4.060000000000175e-6,0.0006250199999999987,2,11,CC_DChg,8,arbin,2021-04-21T17:29:30.259600000
186,913475,15011,1.069179,-0.200002,-0.21383793835800002,0.000837110000000002,3.490000000001825e-6,0.0008336200000000002,0.0009306100000000001,4.060000000000175e-6,0.0009265499999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:29:35.265700000
187,918481,20016,1.041267,-0.2000012,-0.2082546495204,0.0011121300000000028,3.490000000001825e-6,0.001108640000000001,0.0012207799999999994,4.060000000000175e-6,0.0012167199999999993,2,11,CC_DChg,8,arbin,2021-04-21T17:29:40.271400000
188,923492,25028,1.013523,-0.2000017,-0.2027063229891,0.0013853000000000025,3.490000000001825e-6,0.0013818100000000007,0.0015015299999999992,4.060000000000175e-6,0.001497469999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:29:45.282600000
189,928503,30039,0.9860339,-0.2000008,-0.19720756882712,0.0016718100000000027,3.490000000001825e-6,0.001668320000000001,0.0017880099999999996,4.060000000000175e-6,0.0017839499999999994,2,11,CC_DChg,8,arbin,2021-04-21T17:29:50.293800000
190,933506,35042,0.9586548,-0.200002,-0.1917328773096,0.001949270000000003,3.490000000001825e-6,0.0019457800000000011,0.002057729999999999,4.060000000000175e-6,0.0020536699999999988,2,11,CC_DChg,8,arbin,2021-04-21T17:29:55.297200000
191,938513,40049,0.9314684,-0.2000016,-0.18629517034944,0.002228070000000002,3.490000000001825e-6,0.0022245800000000003,0.0023211199999999994,4.060000000000175e-6,0.0023170599999999993,2,11,CC_DChg,8,arbin,2021-04-21T17:30:00.304200000
192,943513,45049,0.9043717,-0.2000023,-0.18087642005491,0.0025017900000000037,3.490000000001825e-6,0.002498300000000002,0.0025723499999999993,4.060000000000175e-6,0.002568289999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:30:05.304300000
193,948521,50057,0.8774485,-0.2000013,-0.17549084068305,0.0027834100000000035,3.490000000001825e-6,0.0027799200000000017,0.0028232300000000012,4.060000000000175e-6,0.002819170000000001,2,11,CC_DChg,8,arbin,2021-04-21T17:30:10.311500000
194,953521,55057,0.8506608,-0.2000015,-0.1701334359912,0.0030621100000000033,3.490000000001825e-6,0.0030586200000000015,0.0030639199999999995,4.060000000000175e-6,0.0030598599999999993,2,11,CC_DChg,8,arbin,2021-04-21T17:30:15.311600000
195,958526,60062,0.8239407,-0.2000023,-0.16479003506360998,0.0033383700000000037,3.490000000001825e-6,0.003334880000000002,0.0032951299999999985,4.060000000000175e-6,0.0032910699999999984,2,11,CC_DChg,8,arbin,2021-04-21T17:30:20.317000000
196,963532,65068,0.7974123,-0.2000015,-0.15948365611845,0.0036171900000000028,3.490000000001825e-6,0.003613700000000001,0.003521120000000001,4.060000000000175e-6,0.0035170600000000007,2,11,CC_DChg,8,arbin,2021-04-21T17:30:25.322700000
197,968534,70070,0.7709317,-0.2000008,-0.15418695674536,0.0038959300000000023,3.490000000001825e-6,0.0038924400000000005,0.003739620000000001,4.060000000000175e-6,0.0037355600000000006,2,11,CC_DChg,8,arbin,2021-04-21T17:30:30.324900000
198,973539,75075,0.7445092,-0.2000018,-0.14890318011656,0.004171890000000001,3.490000000001825e-6,0.004168399999999999,0.00394867,4.060000000000175e-6,0.0039446099999999994,2,11,CC_DChg,8,arbin,2021-04-21T17:30:35.330000000
199,978549,80085,0.7182765,-0.2000012,-0.1436561619318,0.004440070000000001,3.490000000001825e-6,0.004436579999999999,0.00414487,4.060000000000175e-6,0.00414081,2,11,CC_DChg,8,arbin,2021-04-21T17:30:40.339500000
200,983557,85093,0.6920561,-0.2000008,-0.13841177364488,0.004729350000000004,3.490000000001825e-6,0.004725860000000002,0.004348949999999999,4.060000000000175e-6,0.004344889999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:30:45.348100000
201,988566,90102,0.6659359,-0.2000004,-0.13318744637436,0.004998180000000001,3.490000000001825e-6,0.0049946899999999995,0.004531579999999999,4.060000000000175e-6,0.004527519999999998,2,11,CC_DChg,8,arbin,2021-04-21T17:30:50.357000000
202,993570,95106,0.6399703,-0.2000006,-0.12799444398218,0.0052825000000000025,3.490000000001825e-6,0.005279010000000001,0.004717310000000001,4.060000000000175e-6,0.00471325,2,11,CC_DChg,8,arbin,2021-04-21T17:30:55.360900000
203,998575,100111,0.6141438,-0.2000006,-0.12282912848628,0.005564710000000004,3.490000000001825e-6,0.005561220000000002,0.004894259999999999,4.060000000000175e-6,0.004890199999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:31:00.365800000
204,1003578,105114,0.5883345,-0.2000005,-0.11766719416725,0.005840970000000001,3.490000000001825e-6,0.005837479999999999,0.00506031,4.060000000000175e-6,0.00505625,2,11,CC_DChg,8,arbin,2021-04-21T17:31:05.368900000
205,1008580,110116,0.5626769,-0.2000006,-0.11253571760614,0.006120960000000002,3.490000000001825e-6,0.00611747,0.005221399999999999,4.060000000000175e-6,0.005217339999999999,2,11,CC_DChg,8,arbin,2021-04-21T17:31:10.371000000
206,1013582,115118,0.5371174,-0.2000012,-0.10742412454087999,0.006397880000000002,3.490000000001825e-6,0.00639439,0.005373600000000001,4.060000000000175e-6,0.005369540000000001,2,11,CC_DChg,8,arbin,2021-04-21T17:31:15.373000000
207,1018466,120002,0.5122637,-0.200002,-0.1024537645274,0.006668780000000003,3.490000000001825e-6,0.006665290000000001,0.0055156899999999984,4.060000000000175e-6,0.005511629999999998,2,11,CC_DChg,8,arbin,2021-04-21T17:31:20.256800000
208,1018476,4,0.5118594,-0.2000048,-0.10237433692512,1.5699999999993497e-6,0.0,1.5699999999993497e-6,8.000000000021878e-7,0.0,8.000000000021878e-7,3,12,CC_DChg,9,arbin,2021-04-21T17:31:20.267200000
209,1023501,5000,0.5478568,0.1999978,0.10957015471504,0.00027742000000000044,0.0002772800000000013,1.3999999999916857e-7,0.00014809999999999823,0.00014803000000000038,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:25.291600000
210,1028506,10005,0.5762228,0.1999982,0.11524352279896,0.0005525099999999991,0.0005523699999999999,1.3999999999916857e-7,0.00030274999999999747,0.0003026799999999996,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:30.297200000
211,1033514,15013,0.6041464,0.1999988,0.12082855502432,0.0008340399999999977,0.0008338999999999985,1.3999999999916857e-7,0.0004689499999999975,0.00046887999999999964,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:35.305100000
212,1038518,20017,0.6317915,0.1999978,0.1263569100587,0.0011114899999999997,0.0011113500000000005,1.3999999999916857e-7,0.0006404799999999971,0.0006404099999999992,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:40.309100000
213,1043524,25023,0.6592783,0.1999973,0.13185387994859,0.0013890499999999993,0.0013889100000000001,1.3999999999916857e-7,0.0008196999999999979,0.00081963,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:45.314800000
214,1048535,30034,0.6866955,0.1999976,0.1373374519308,0.0016668099999999977,0.0016666699999999986,1.3999999999916857e-7,0.0010066899999999976,0.0010066199999999997,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:50.326000000
215,1053540,35040,0.7139258,0.199997,0.1427830182226,0.0019464899999999986,0.0019463499999999995,1.3999999999916857e-7,0.001202619999999998,0.0012025500000000001,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:31:55.331300000
216,1058545,40045,0.7410855,0.1999975,0.14821524728625,0.002224359999999998,0.002224219999999999,1.3999999999916857e-7,0.0014048399999999975,0.0014047699999999996,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:00.336300000
217,1063554,45053,0.7681603,0.1999969,0.15362967870307,0.0025005999999999987,0.0025004599999999995,1.3999999999916857e-7,0.0016133499999999978,0.00161328,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:05.345100000
218,1068559,50058,0.7951207,0.1999968,0.15902159561376,0.002774079999999998,0.002773939999999999,1.3999999999916857e-7,0.0018270699999999966,0.0018269999999999988,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:10.349700000
219,1073560,55059,0.8220162,0.1999974,0.16440110275787997,0.003054069999999999,0.00305393,1.3999999999916857e-7,0.002053399999999997,0.002053329999999999,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:15.350500000
220,1078565,60064,0.8488965,0.1999967,0.16977649864155,0.003335559999999998,0.0033354199999999987,1.3999999999916857e-7,0.0022885799999999967,0.002288509999999999,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:20.356200000
221,1083567,65066,0.875669,0.199997,0.17513117299300002,0.0036096899999999987,0.0036095499999999996,1.3999999999916857e-7,0.002524969999999998,0.0025249,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:25.357900000
222,1088569,70068,0.9024672,0.1999965,0.1804902813648,0.003890609999999999,0.00389047,1.3999999999916857e-7,0.002774709999999998,0.00277464,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:30.359600000
223,1093579,75078,0.9292016,0.199996,0.1858366031936,0.0041593399999999975,0.004159199999999998,1.3999999999916857e-7,0.0030207399999999975,0.0030206699999999996,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:35.370000000
224,1098590,80089,0.9559473,0.1999966,0.19118620977918,0.004448709999999998,0.004448569999999999,1.3999999999916857e-7,0.0032934199999999966,0.0032933499999999987,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:40.381000000
225,1103591,85090,0.9825739,0.199997,0.19651183227830002,0.00472554,0.004725400000000001,1.3999999999916857e-7,0.0035617999999999986,0.003561730000000001,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:45.381700000
226,1108599,90098,1.009146,0.2000032,0.20183242926720002,0.00500217,0.005002030000000001,1.3999999999916857e-7,0.0038372799999999967,0.003837209999999999,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:50.389900000
227,1113599,95099,1.035666,0.1999971,0.20713019656860002,0.005282779999999997,0.005282639999999998,1.3999999999916857e-7,0.004124229999999998,0.00412416,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:32:55.390200000
228,1118603,100102,1.062196,0.2000025,0.21244185548999997,0.00555779,0.005557650000000001,1.3999999999916857e-7,0.004412729999999998,0.0044126600000000005,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:33:00.394000000
229,1123605,105104,1.088588,0.1999971,0.21771444309479998,0.0058324299999999996,0.00583229,1.3999999999916857e-7,0.004708039999999998,0.0047079700000000006,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:33:05.395500000
230,1128609,110108,1.115004,0.2000011,0.2230020265044,0.006116509999999999,0.0061163699999999994,1.3999999999916857e-7,0.005021039999999996,0.005020969999999998,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:33:10.399400000
231,1133612,115111,1.141232,0.1999988,0.2282450305216,0.0063912199999999995,0.00639108,1.3999999999916857e-7,0.0053309599999999974,0.00533089,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:33:15.402800000
232,1138504,120003,1.16694,0.1999976,0.233385199344,0.006665020000000001,0.0066648800000000015,1.3999999999916857e-7,0.005646969999999996,0.005646899999999998,6.999999999784956e-8,3,13,CC_Chg,7,arbin,2021-04-21T17:33:20.294300000
233,1143532,5004,1.13088,-0.2000023,-0.226178601024,0.00027802000000000035,1.769999999998162e-6,0.0002762500000000022,0.0003184300000000015,2.060000000001644e-6,0.00031636999999999985,3,14,CC_DChg,8,arbin,2021-04-21T17:33:25.323300000
234,1148543,10014,1.102293,-0.2000031,-0.2204620171083,0.0005557500000000007,1.769999999998162e-6,0.0005539800000000025,0.0006285000000000041,2.060000000001644e-6,0.0006264400000000024,3,14,CC_DChg,8,arbin,2021-04-21T17:33:30.333800000
235,1153550,15021,1.074172,-0.2000004,-0.21483482966879996,0.0008327399999999985,1.769999999998162e-6,0.0008309700000000003,0.0009298700000000028,2.060000000001644e-6,0.0009278100000000011,3,14,CC_DChg,8,arbin,2021-04-21T17:33:35.340900000
236,1158558,20029,1.046285,-0.2000006,-0.209257627771,0.0011095199999999993,1.769999999998162e-6,0.001107750000000001,0.0012233700000000014,2.060000000001644e-6,0.0012213099999999998,3,14,CC_DChg,8,arbin,2021-04-21T17:33:40.349100000
237,1163569,25040,1.018584,-0.2000012,-0.20371802230079997,0.0013904999999999994,1.769999999998162e-6,0.0013887300000000012,0.0015134400000000013,2.060000000001644e-6,0.0015113799999999997,3,14,CC_DChg,8,arbin,2021-04-21T17:33:45.359500000
238,1168569,30041,0.9911313,-0.2000012,-0.19822744935756,0.0016657799999999987,1.769999999998162e-6,0.0016640100000000005,0.0017900700000000012,2.060000000001644e-6,0.0017880099999999996,3,14,CC_DChg,8,arbin,2021-04-21T17:33:50.360300000
239,1173576,35047,0.9637475,-0.2000007,-0.19275017462325,0.001946429999999999,1.769999999998162e-6,0.0019446600000000008,0.0020644100000000026,2.060000000001644e-6,0.002062350000000001,3,14,CC_DChg,8,arbin,2021-04-21T17:33:55.366900000
240,1178579,40050,0.9365944,-0.2000018,-0.18732056586992002,0.0022189900000000005,1.769999999998162e-6,0.0022172200000000024,0.0023234100000000014,2.060000000001644e-6,0.00232135,3,14,CC_DChg,8,arbin,2021-04-21T17:34:00.369800000
241,1183580,45051,0.909595,-0.2000011,-0.1819200005545,0.0025014200000000007,1.769999999998162e-6,0.0024996500000000026,0.002584180000000002,2.060000000001644e-6,0.0025821200000000002,3,14,CC_DChg,8,arbin,2021-04-21T17:34:05.370900000
242,1188584,50055,0.8826527,-0.2000006,-0.17653106959162,0.002781760000000001,1.769999999998162e-6,0.002779990000000003,0.002835330000000004,2.060000000001644e-6,0.0028332700000000023,3,14,CC_DChg,8,arbin,2021-04-21T17:34:10.374700000
243,1193586,55057,0.855843,-0.2000013,-0.1711697125959,0.0030533699999999997,1.769999999998162e-6,0.0030516000000000015,0.0030714400000000017,2.060000000001644e-6,0.00306938,3,14,CC_DChg,8,arbin,2021-04-21T17:34:15.376900000
244,1198593,60064,0.8291306,-0.2000015,-0.1658273636959,0.003337429999999999,1.769999999998162e-6,0.0033356600000000007,0.0033107700000000045,2.060000000001644e-6,0.003308710000000003,3,14,CC_DChg,8,arbin,2021-04-21T17:34:20.383600000
245,1203598,65069,0.8025488,-0.2000008,-0.16051040203904,0.0036164100000000005,1.769999999998162e-6,0.0036146400000000023,0.0035383200000000045,2.060000000001644e-6,0.003536260000000003,3,14,CC_DChg,8,arbin,2021-04-21T17:34:25.388300000
246,1208609,70080,0.7761292,-0.2000001,-0.15522591761291998,0.0038883200000000007,1.769999999998162e-6,0.0038865500000000025,0.0037529500000000014,2.060000000001644e-6,0.0037508899999999998,3,14,CC_DChg,8,arbin,2021-04-21T17:34:30.399400000
247,1213614,75085,0.7497048,-0.2000003,-0.14994118491143998,0.00417238,1.769999999998162e-6,0.004170610000000002,0.003969660000000003,2.060000000001644e-6,0.003967600000000002,3,14,CC_DChg,8,arbin,2021-04-21T17:34:35.404300000
248,1218616,80087,0.7235026,-0.2000015,-0.1447016052539,0.0044458399999999995,1.769999999998162e-6,0.004444070000000001,0.004171080000000004,2.060000000001644e-6,0.0041690200000000024,3,14,CC_DChg,8,arbin,2021-04-21T17:34:40.406600000
249,1223618,85089,0.6973042,-0.2,-0.13946084,0.004727389999999998,1.769999999998162e-6,0.00472562,0.004371080000000003,2.060000000001644e-6,0.004369020000000001,3,14,CC_DChg,8,arbin,2021-04-21T17:34:45.408300000
250,1228619,90090,0.6712069,-0.2000008,-0.13424191696552001,0.00500403,1.769999999998162e-6,0.005002260000000001,0.004560350000000001,2.060000000001644e-6,0.0045582899999999996,3,14,CC_DChg,8,arbin,2021-04-21T17:34:50.410100000
251,1233625,95096,0.6452918,-0.1999997,-0.12905816641245998,0.005283699999999999,1.769999999998162e-6,0.005281930000000001,0.004744400000000003,2.060000000001644e-6,0.004742340000000001,3,14,CC_DChg,8,arbin,2021-04-21T17:34:55.416200000
252,1238629,100100,0.6194062,-0.2000004,-0.12388148776248,0.005560510000000001,1.769999999998162e-6,0.005558740000000003,0.004919420000000004,2.060000000001644e-6,0.0049173600000000026,3,14,CC_DChg,8,arbin,2021-04-21T17:35:00.420200000
253,1243633,105104,0.5936055,-0.1999995,-0.11872080319725,0.005840559999999998,1.769999999998162e-6,0.00583879,0.005089230000000004,2.060000000001644e-6,0.005087170000000002,3,14,CC_DChg,8,arbin,2021-04-21T17:35:05.424200000
254,1248643,110114,0.5679278,-0.2000001,-0.11358561679278,0.0061173999999999985,1.769999999998162e-6,0.00611563,0.005249950000000003,2.060000000001644e-6,0.005247890000000002,3,14,CC_DChg,8,arbin,2021-04-21T17:35:10.433800000
255,1253646,115117,0.5423588,-0.2000017,-0.10847268200996,0.006394009999999999,1.769999999998162e-6,0.00639224,0.005403470000000004,2.060000000001644e-6,0.005401410000000002,3,14,CC_DChg,8,arbin,2021-04-21T17:35:15.436500000
256,1258529,120000,0.5174574,-0.2000019,-0.10349246316906,0.00666717,1.769999999998162e-6,0.006665400000000002,0.005548220000000003,2.060000000001644e-6,0.005546160000000001,3,14,CC_DChg,8,arbin,2021-04-21T17:35:20.319900000
257,1258540,4,0.5172209,-0.2000039,-0.10344619716151,1.2099999999980182e-6,0.0,1.2099999999980182e-6,6.199999999997874e-7,0.0,6.199999999997874e-7,4,15,CC_DChg,9,arbin,2021-04-21T17:35:20.330300000
258,1263564,5000,0.5531554,0.1999964,0.11062908864056,0.0002705700000000012,0.0002702899999999994,2.800000000018066e-7,0.00014574000000000184,0.000145590000000001,1.500000000008439e-7,4,16,CC_Chg,7,arbin,2021-04-21T17:35:25.354800000
259,1268575,10011,0.5814843,0.1999977,0.11629552258610999,0.0005534100000000007,0.0005531299999999989,2.800000000018066e-7,0.00030615999999999977,0.0003060099999999989,1.500000000008439e-7,4,16,CC_Chg,7,arbin,2021-04-21T17:35:30.366100000
260,1273579,15015,0.6094231,0.1999975,0.12188309644225,0.0008274500000000004,0.0008271699999999986,2.800000000018066e-7,0.00046931000000000056,0.0004691599999999997,1.500000000008439e-7,4,16,CC_Chg,7,arbin,2021-04-21T17:35:35.369800000
261,1278581,20016,0.6371054,0.2000022,0.12742248163188,0.0011055700000000036,0.0011052900000000018,2.800000000018066e-7,0.000642570000000002,0.0006424200000000012,1.500000000008439e-7,4,16,CC_Chg,7,arbin,2021-04-21T17:35:40.371400000
